time (us),x(mdps),y(mdps),z(mdps)
1765493942968580,157.5,-936.25,-498.75,
1765493942971858,350,-805,-490,
1765493942975265,463.75,-673.75,-393.75,
1765493942978521,735,-1015,-288.75,
1765493942981831,-35,-901.25,-280,
1765493942985410,376.25,-927.5,-96.25,
1765493942988501,358.75,-883.75,52.5,
1765493942991928,350,-700,-402.5,
1765493942995187,288.75,-910,-490,
1765493942998476,280,-1137.5,-358.75,
1765493943003284,577.5,-1041.25,-437.5,
1765493943005162,490,-708.75,-262.5,
1765493943008477,490,-822.5,-43.75,
1765493943011613,358.75,-656.25,-140,
1765493943015261,280,-857.5,-236.25,
1765493943018523,253.75,-735,-315,
1765493943021834,131.25,-1111.25,-533.75,
1765493943025146,490,-1067.5,-43.75,
1765493943028301,262.5,-446.25,-288.75,
1765493943032830,280,-831.25,-148.75,
1765493943036939,525,-840,-236.25,
1765493943040900,568.75,-883.75,-183.75,
1765493943042229,105,-822.5,-210,
1765493943045540,201.25,-813.75,-437.5,
1765493943048870,376.25,-647.5,-288.75,
1765493943052254,630,-866.25,-315,
1765493943055522,437.5,-708.75,-463.75,
1765493943058728,201.25,-761.25,-26.25,
1765493943062284,105,-778.75,-297.5,
1765493943065521,437.5,-796.25,-551.25,
1765493943068982,621.25,-848.75,-402.5,
1765493943072253,358.75,-1032.5,-350,
1765493943075501,201.25,-936.25,-201.25,
1765493943079022,227.5,-752.5,-87.5,
1765493943082242,175,-787.5,-446.25,
1765493943085646,603.75,-875,-586.25,
1765493943088897,770,-962.5,-402.5,
1765493943092283,350,-901.25,-332.5,
1765493943096188,297.5,-1041.25,-157.5,
1765493943098813,105,-918.75,-341.25,
1765493943102350,542.5,-1058.75,-455,
1765493943105599,297.5,-612.5,-78.75,
1765493943109112,315,-770,-350,
1765493943112189,551.25,-1023.75,-323.75,
1765493943115894,420,-1050,-358.75,
1765493943119389,647.5,-743.75,-682.5,
1765493943122254,271.25,-875,-332.5,
1765493943126397,350,-831.25,-236.25,
1765493943128896,402.5,-1032.5,-175,
1765493943132210,525,-726.25,-455,
1765493943135568,218.75,-840,-682.5,
1765493943138953,297.5,-997.5,-612.5,
1765493943142730,507.5,-962.5,-455,
1765493943153198,411.25,-1023.75,-437.5,
1765493943157804,288.75,-1128.75,-560,
1765493943160067,218.75,-770,-481.25,
1765493943181642,262.5,-936.25,-288.75,
1765493943189906,218.75,-770,-673.75,
1765493943204564,516.25,-805,-700,
1765493943207572,122.5,-883.75,-560,
1765493943209999,262.5,-1067.5,-507.5,
1765493943213117,490,-612.5,-245,
1765493943216269,840,-770,-253.75,
1765493943219994,463.75,-1067.5,-245,
1765493943222624,122.5,-866.25,-113.75,
1765493943226002,376.25,-875,-271.25,
1765493943229251,280,-805,-245,
1765493943232764,358.75,-787.5,-306.25,
1765493943235985,393.75,-691.25,-183.75,
1765493943239254,280,-805,17.5,
1765493943242563,385,-700,-96.25,
1765493943245869,236.25,-962.5,-140,
1765493943249253,262.5,-691.25,-455,
1765493943253522,148.75,-1032.5,-262.5,
1765493943256036,393.75,-1023.75,-70,
1765493943259097,411.25,-936.25,-516.25,
1765493943262729,656.25,-1032.5,-481.25,
1765493943266124,61.25,-1058.75,-560,
1765493943269370,638.75,-700,-455,
1765493943272690,507.5,-700,-245,
1765493943275928,297.5,-1085,-341.25,
1765493943279358,175,-1093.75,-201.25,
1765493943282595,218.75,-997.5,43.75,
1765493943285985,315,-761.25,-70,
1765493943289774,367.5,-761.25,-297.5,
1765493943292584,280,-717.5,-78.75,
1765493943295979,367.5,-892.5,-236.25,
1765493943299253,393.75,-787.5,-227.5,
1765493943302683,367.5,-945,-113.75,
1765493943306147,297.5,-1225,-411.25,
1765493943309427,332.5,-1006.25,-61.25,
1765493943312603,367.5,-787.5,-411.25,
1765493943315928,367.5,-752.5,-595,
1765493943319370,621.25,-1242.5,-236.25,
1765493943322634,262.5,-822.5,-542.5,
1765493943326023,288.75,-752.5,-157.5,
1765493943329503,385,-901.25,-516.25,
1765493943332648,498.75,-691.25,-428.75,
1765493943336012,402.5,-1032.5,-376.25,
1765493943339345,306.25,-787.5,-411.25,
1765493943342594,245,-770,-350,
1765493943346058,271.25,-586.25,-280,
1765493943349979,-35,-796.25,-393.75,
1765493943360148,490,-1155,78.75,
1765493943368846,420,-936.25,-78.75,
1765493943370254,253.75,-630,-253.75,
1765493943373565,323.75,-1041.25,-183.75,
1765493943376858,560,-638.75,-560,
1765493943380177,87.5,-1093.75,-306.25,
1765493943383564,813.75,-840,-455,
1765493943387165,446.25,-717.5,-525,
1765493943390564,638.75,-901.25,-761.25,
1765493943393523,245,-1085,-490,
1765493943397023,323.75,-542.5,-586.25,
1765493943400345,472.5,-1347.5,-603.75,
1765493943403523,647.5,-927.5,-516.25,
1765493943406871,131.25,-875,-245,
1765493943410254,350,-857.5,-516.25,
1765493943413705,227.5,-980,-612.5,
1765493943416997,297.5,-857.5,-140,
1765493943420148,376.25,-1050,-673.75,
1765493943423654,78.75,-997.5,-428.75,
1765493943426981,848.75,-1058.75,-621.25,
1765493943430346,656.25,-927.5,-533.75,
1765493943433648,621.25,-796.25,-498.75,
1765493943437069,332.5,-787.5,-358.75,
1765493943440355,201.25,-901.25,-490,
1765493943443814,612.5,-918.75,-341.25,
1765493943446898,393.75,-1146.25,-472.5,
1765493943450254,472.5,-857.5,-472.5,
1765493943453564,-17.5,-875,-621.25,
1765493943456876,315,-1050,-665,
1765493943460148,271.25,-796.25,-778.75,
1765493943463398,166.25,-1102.5,-542.5,
1765493943466939,411.25,-988.75,-612.5,
1765493943470126,218.75,-962.5,-603.75,
1765493943473428,253.75,-1137.5,-586.25,
1765493943477063,577.5,-1015,-560,
1765493943480254,612.5,-892.5,-271.25,
1765493943483735,577.5,-761.25,-323.75,
1765493943486786,813.75,-848.75,-315,
1765493943490254,227.5,-647.5,-131.25,
1765493943493523,551.25,-980,-367.5,
1765493943496898,367.5,-988.75,-481.25,
1765493943502348,472.5,-988.75,-201.25,
1765493943503585,218.75,-717.5,-428.75,
1765493943507064,227.5,-770,-367.5,
1765493943510210,96.25,-945,-735,
1765493943513812,341.25,-840,-542.5,
1765493943516958,315,-1050,-630,
1765493943520568,315,-936.25,-253.75,
1765493943523734,568.75,-831.25,-70,
1765493943527023,411.25,-1023.75,-455,
1765493943530314,402.5,-831.25,-341.25,
1765493943533739,411.25,-805,-306.25,
1765493943537024,262.5,-822.5,-306.25,
1765493943540355,288.75,-962.5,122.5,
1765493943543730,210,-813.75,-70,
1765493943547066,420,-988.75,-43.75,
1765493943550394,297.5,-708.75,70,
1765493943553680,393.75,-796.25,-78.75,
1765493943557023,297.5,-682.5,78.75,
1765493943560358,367.5,-997.5,8.75,
1765493943563835,533.75,-673.75,-17.5,
1765493943567054,341.25,-1058.75,-253.75,
1765493943570293,586.25,-778.75,43.75,
1765493943573705,420,-962.5,166.25,
1765493943576918,446.25,-936.25,-271.25,
1765493943580398,315,-822.5,-455,
1765493943583735,358.75,-875,-638.75,
1765493943586945,148.75,-813.75,-306.25,
1765493943590399,358.75,-1120,-595,
1765493943593689,70,-778.75,-490,
1765493943597254,455,-1120,-472.5,
1765493943600566,306.25,-945,-315,
1765493943604023,210,-673.75,-105,
1765493943612961,262.5,-1128.75,8.75,
1765493943623399,481.25,-761.25,-96.25,
1765493943628003,542.5,-1338.75,131.25,
1765493943636415,472.5,-1006.25,-341.25,
1765493943638608,656.25,-831.25,-446.25,
1765493943641386,43.75,-1006.25,-726.25,
1765493943644524,402.5,-875,-463.75,
1765493943647898,262.5,-1023.75,-857.5,
1765493943651219,253.75,-1058.75,-402.5,
1765493943655105,621.25,-726.25,-542.5,
1765493943657996,463.75,-945,-507.5,
1765493943661254,183.75,-778.75,-350,
1765493943664479,428.75,-822.5,-323.75,
1765493943667898,140,-857.5,-525,
1765493943671399,472.5,-988.75,-166.25,
1765493943674493,472.5,-831.25,-376.25,
1765493943677786,586.25,-945,-516.25,
1765493943681191,17.5,-787.5,-481.25,
1765493943684739,376.25,-1076.25,-262.5,
1765493943687815,288.75,-1233.75,-393.75,
1765493943691149,621.25,-717.5,-761.25,
1765493943694524,148.75,-971.25,-796.25,
1765493943698165,218.75,-1225,-455,
1765493943701399,148.75,-953.75,-612.5,
1765493943704479,8.75,-936.25,-586.25,
1765493943707904,402.5,-796.25,-726.25,
1765493943711149,393.75,-717.5,-682.5,
1765493943714523,306.25,-988.75,-297.5,
1765493943717819,402.5,-875,-516.25,
1765493943721347,262.5,-577.5,-87.5,
1765493943724524,210,-813.75,-271.25,
1765493943727872,271.25,-945,0,
1765493943731256,183.75,-910,-17.5,
1765493943734735,323.75,-621.25,-105,
1765493943739723,428.75,-1093.75,-183.75,
1765493943741565,306.25,-901.25,-367.5,
1765493943744728,551.25,-1111.25,-105,
1765493943748540,253.75,-1260,-323.75,
1765493943751259,393.75,-752.5,-148.75,
1765493943754484,420,-918.75,-437.5,
1765493943757750,236.25,-1093.75,-166.25,
1765493943761087,446.25,-936.25,-323.75,
1765493943764521,560,-805,-647.5,
1765493943767786,297.5,-892.5,-428.75,
1765493943771054,297.5,-953.75,-376.25,
1765493943774690,630,-945,-315,
1765493943778024,393.75,-805,-577.5,
1765493943781357,437.5,-988.75,-358.75,
1765493943784564,245,-980,-245,
1765493943787845,402.5,-953.75,87.5,
1765493943791255,621.25,-892.5,-140,
1765493943794565,157.5,-1050,-105,
1765493943798069,525,-840,8.75,
1765493943801069,428.75,-927.5,105,
1765493943804429,428.75,-1050,-131.25,
1765493943807865,78.75,-892.5,-35,
1765493943813149,-218.75,-813.75,-52.5,
1765493943814399,428.75,-988.75,-157.5,
1765493943817606,175,-778.75,35,
1765493943821184,341.25,-1015,78.75,
1765493943826192,227.5,-848.75,-297.5,
1765493943827749,428.75,-875,-542.5,
1765493943831197,358.75,-1190,-525,
1765493943834597,271.25,-700,-297.5,
1765493943837786,245,-787.5,-472.5,
1765493943841194,332.5,-988.75,-551.25,
1765493943844831,533.75,-1006.25,-393.75,
1765493943847872,236.25,-551.25,-227.5,
1765493943851129,560,-682.5,-236.25,
1765493943854657,245,-796.25,-157.5,
1765493943857858,17.5,-875,-52.5,
1765493943861119,402.5,-1242.5,-26.25,
1765493943864524,665,-997.5,-402.5,
1765493943867856,568.75,-647.5,-332.5,
1765493943871149,490,-586.25,-358.75,
1765493943874480,577.5,-647.5,-262.5,
1765493943877778,262.5,-796.25,-148.75,
1765493943881190,446.25,-1041.25,-428.75,
1765493943884479,446.25,-805,-455,
1765493943887899,385,-621.25,-428.75,
1765493943891190,358.75,-1120,-367.5,
1765493943894479,586.25,-805,-437.5,
1765493943897804,717.5,-1216.25,-367.5,
1765493943901192,218.75,-866.25,-236.25,
1765493943904454,227.5,-901.25,-367.5,
1765493943907899,525,-953.75,-306.25,
1765493943911210,131.25,-997.5,-271.25,
1765493943914856,210,-1198.75,-612.5,
1765493943917856,332.5,-866.25,-446.25,
1765493943921196,297.5,-796.25,-201.25,
1765493943924474,218.75,-988.75,-131.25,
1765493943927856,201.25,-805,-166.25,
1765493943931097,280,-927.5,-367.5,
1765493943934982,463.75,-857.5,-656.25,
1765493943938065,892.5,-805,-350,
1765493943941256,551.25,-638.75,-516.25,
1765493943944479,507.5,-848.75,-490,
1765493943947942,43.75,-901.25,-507.5,
1765493943951138,638.75,-682.5,-726.25,
1765493943954430,367.5,-551.25,-498.75,
1765493943957817,17.5,-1032.5,-700,
1765493943961254,472.5,-752.5,-717.5,
1765493943964425,315,-883.75,-516.25,
1765493943967864,367.5,-962.5,-638.75,
1765493943971150,472.5,-761.25,-148.75,
1765493943974399,420,-560,-428.75,
1765493943977780,323.75,-848.75,-315,
1765493943981150,761.25,-1015,-315,
1765493943984430,262.5,-787.5,-568.75,
1765493943987815,455,-971.25,52.5,
1765493943991154,148.75,-1128.75,-175,
1765493943994970,691.25,-1146.25,-297.5,
1765493943998075,542.5,-866.25,-463.75,
1765493944001287,367.5,-770,-148.75,
1765493944004566,271.25,-700,-87.5,
1765493944007982,288.75,-761.25,-262.5,
1765493944011207,446.25,-787.5,-332.5,
1765493944014595,236.25,-945,-262.5,
1765493944017899,621.25,-945,-463.75,
1765493944021256,446.25,-1041.25,-52.5,
1765493944024702,350,-1015,-113.75,
1765493944027941,393.75,-1058.75,-245,
1765493944031256,297.5,-1120,-105,
1765493944035071,297.5,-507.5,-253.75,
1765493944037854,551.25,-673.75,-385,
1765493944041817,743.75,-945,8.75,
1765493944044566,113.75,-1181.25,78.75,
1765493944048150,376.25,-971.25,-35,
1765493944051191,542.5,-953.75,-323.75,
1765493944054691,341.25,-551.25,-192.5,
1765493944057904,533.75,-988.75,-183.75,
1765493944061260,498.75,-1015,87.5,
1765493944064833,411.25,-682.5,-61.25,
1765493944068150,568.75,-1190,-175,
1765493944071179,306.25,-962.5,0,
1765493944074566,175,-1032.5,26.25,
1765493944077982,472.5,-848.75,-350,
1765493944081256,516.25,-630,-288.75,
1765493944084650,647.5,-936.25,-210,
1765493944088190,157.5,-770,70,
1765493944091256,105,-1041.25,-61.25,
1765493944094595,332.5,-1067.5,-70,
1765493944097878,665,-848.75,-70,
1765493944101262,507.5,-787.5,-131.25,
1765493944104616,297.5,-840,-218.75,
1765493944107904,8.75,-901.25,-560,
1765493944111257,420,-778.75,-192.5,
1765493944114650,647.5,-875,-332.5,
1765493944118108,350,-962.5,-358.75,
1765493944121400,262.5,-708.75,-437.5,
1765493944124596,78.75,-1181.25,-262.5,
1765493944127878,96.25,-971.25,-218.75,
1765493944131256,700,-875,-437.5,
1765493944134650,402.5,-1120,-446.25,
1765493944137900,586.25,-945,-253.75,
1765493944141348,647.5,-726.25,-70,
1765493944144621,315,-743.75,-358.75,
1765493944147741,822.5,-1023.75,-227.5,
1765493944151263,542.5,-778.75,-306.25,
1765493944154629,507.5,-761.25,-385,
1765493944157930,332.5,-936.25,-350,
1765493944161178,218.75,-901.25,-218.75,
1765493944164941,306.25,-577.5,-393.75,
1765493944167900,87.5,-1050,-542.5,
1765493944171305,61.25,-883.75,-350,
1765493944174825,-175,-866.25,-262.5,
1765493944177904,533.75,-1023.75,-323.75,
1765493944181217,192.5,-700,-262.5,
1765493944184586,332.5,-831.25,-481.25,
1765493944188067,498.75,-752.5,-507.5,
1765493944191314,262.5,-1050,-481.25,
1765493944194861,385,-1225,-175,
1765493944197941,691.25,-918.75,-481.25,
1765493944201348,306.25,-726.25,-358.75,
1765493944204691,8.75,-437.5,-358.75,
1765493944208025,420,-980,-630,
1765493944211257,341.25,-883.75,-262.5,
1765493944215066,271.25,-1023.75,-665,
1765493944217904,420,-988.75,-437.5,
1765493944221192,516.25,-840,-315,
1765493944224596,437.5,-726.25,-455,
1765493944228201,323.75,-980,-210,
1765493944231527,507.5,-717.5,-253.75,
1765493944234566,288.75,-603.75,-210,
1765493944238259,743.75,-875,113.75,
1765493944241260,332.5,-1102.5,-253.75,
1765493944244734,236.25,-927.5,-262.5,
1765493944247984,568.75,-787.5,-175,
1765493944251267,612.5,-857.5,-157.5,
1765493944254571,297.5,-778.75,-26.25,
1765493944257943,192.5,-892.5,-253.75,
1765493944264694,560,-910,-446.25,
1765493944267099,411.25,-918.75,-166.25,
1765493944274158,175,-630,17.5,
1765493944278693,385,-875,-323.75,
1765493944295779,735,-735,-341.25,
1765493944315443,446.25,-1233.75,-297.5,
1765493944317748,385,-875,-148.75,
1765493944320984,472.5,-761.25,-96.25,
1765493944323870,157.5,-997.5,-306.25,
1765493944327173,700,-936.25,26.25,
1765493944330383,393.75,-735,-367.5,
1765493944333698,271.25,-1181.25,-105,
1765493944337030,227.5,-840,-245,
1765493944340358,315,-682.5,-183.75,
1765493944343568,463.75,-910,-498.75,
1765493944346875,245,-857.5,-437.5,
1765493944349983,682.5,-805,-455,
1765493944354456,218.75,-971.25,-218.75,
1765493944356879,586.25,-726.25,-227.5,
1765493944360199,358.75,-822.5,-446.25,
1765493944363481,691.25,-1076.25,-332.5,
1765493944366857,-8.75,-568.75,-148.75,
1765493944370983,350,-866.25,-297.5,
1765493944373568,463.75,-866.25,-236.25,
1765493944376858,420,-743.75,-673.75,
1765493944380214,603.75,-962.5,-498.75,
1765493944384541,385,-945,-472.5,
1765493944386861,183.75,-778.75,-376.25,
1765493944390192,481.25,-770,-691.25,
1765493944393484,245,-665,-350,
1765493944396862,367.5,-918.75,-595,
1765493944400192,166.25,-1015,-350,
1765493944403571,533.75,-936.25,-323.75,
1765493944407062,551.25,-945,-87.5,
1765493944410192,533.75,-866.25,-420,
1765493944413575,717.5,-848.75,-332.5,
1765493944416792,288.75,-840,-236.25,
1765493944420028,122.5,-1085,-393.75,
1765493944423540,525,-866.25,-525,
1765493944426859,-17.5,-848.75,-542.5,
1765493944430561,288.75,-1067.5,-490,
1765493944433504,-43.75,-840,-437.5,
1765493944436861,420,-997.5,-350,
1765493944440257,323.75,-875,-490,
1765493944443526,472.5,-778.75,-638.75,
1765493944446739,43.75,-761.25,-595,
1765493944450151,437.5,-761.25,-560,
1765493944453506,481.25,-962.5,-568.75,
1765493944456831,525,-910,-717.5,
1765493944460221,420,-796.25,-805,
1765493944463526,446.25,-647.5,-866.25,
1765493944466805,595,-1058.75,-708.75,
1765493944470317,140,-542.5,-516.25,
1765493944473481,297.5,-1268.75,-525,
1765493944476858,490,-1041.25,-525,
1765493944480192,227.5,-901.25,-315,
1765493944483431,481.25,-901.25,-271.25,
1765493944486756,-78.75,-1146.25,-227.5,
1765493944490166,420,-980,-472.5,
1765493944493481,638.75,-1085,-385,
1765493944496651,332.5,-918.75,-315,
1765493944500138,420,-953.75,-280,
1765493944503528,262.5,-945,-236.25,
1765493944506753,551.25,-752.5,-533.75,
1765493944510234,542.5,-813.75,-490,
1765493944513431,472.5,-822.5,-708.75,
1765493944516742,245,-1058.75,-420,
1765493944520249,61.25,-735,-420,
1765493944523860,157.5,-1050,-280,
1765493944526876,341.25,-848.75,-577.5,
1765493944530165,297.5,-1067.5,-385,
1765493944533567,621.25,-1163.75,-288.75,
1765493944536958,638.75,-665,-428.75,
1765493944540155,498.75,-778.75,-315,
1765493944543457,638.75,-1015,-280,
1765493944546817,70,-848.75,-166.25,
1765493944550257,201.25,-918.75,-481.25,
1765493944554258,428.75,-630,-498.75,
1765493944556860,183.75,-796.25,-332.5,
1765493944560167,507.5,-1102.5,-183.75,
1765493944563482,516.25,-892.5,-262.5,
1765493944566860,568.75,-1076.25,-568.75,
1765493944570372,315,-875,-218.75,
1765493944573737,437.5,-612.5,-420,
1765493944576905,385,-761.25,-323.75,
1765493944580071,393.75,-770,-166.25,
1765493944583570,201.25,-910,-525,
1765493944586794,437.5,-945,-393.75,
1765493944590212,271.25,-918.75,-271.25,
1765493944593457,262.5,-796.25,-350,
1765493944596835,350,-1085,-315,
1765493944600152,551.25,-813.75,-148.75,
1765493944603533,245,-577.5,-35,
1765493944606875,43.75,-708.75,-122.5,
1765493944610157,507.5,-770,-26.25,
1765493944613543,148.75,-848.75,-105,
1765493944616740,253.75,-638.75,-218.75,
1765493944620260,297.5,-682.5,-131.25,
1765493944623557,630,-708.75,-70,
1765493944626790,201.25,-1225,8.75,
1765493944630153,376.25,-892.5,-691.25,
1765493944633489,113.75,-945,-638.75,
1765493944636904,201.25,-1120,-446.25,
1765493944640193,227.5,-682.5,-700,
1765493944643402,297.5,-857.5,-717.5,
1765493944647109,183.75,-621.25,-481.25,
1765493944650182,376.25,-866.25,-490,
1765493944653508,603.75,-918.75,-227.5,
1765493944656875,376.25,-945,-490,
1765493944660055,245,-822.5,-385,
1765493944663508,630,-1111.25,-78.75,
1765493944666931,385,-997.5,-420,
1765493944670259,280,-971.25,-577.5,
1765493944673527,315,-892.5,-113.75,
1765493944676862,-26.25,-770,-428.75,
1765493944680359,87.5,-1041.25,-236.25,
1765493944683598,26.25,-1085,-402.5,
1765493944686858,525,-918.75,-402.5,
1765493944690258,358.75,-673.75,-691.25,
1765493944693432,726.25,-700,-402.5,
1765493944696839,551.25,-892.5,-341.25,
1765493944700156,245,-525,-428.75,
1765493944703583,201.25,-490,-96.25,
1765493944706818,358.75,-752.5,-507.5,
1765493944710258,192.5,-1006.25,-210,
1765493944713482,735,-866.25,-577.5,
1765493944716820,446.25,-910,-446.25,
1765493944720258,498.75,-866.25,-236.25,
1765493944723528,367.5,-1137.5,-428.75,
1765493944726859,350,-1163.75,-691.25,
1765493944730166,560,-962.5,-297.5,
1765493944733482,437.5,-1006.25,-148.75,
1765493944736884,498.75,-708.75,-96.25,
1765493944740188,568.75,-866.25,-183.75,
1765493944743473,288.75,-892.5,-183.75,
1765493944746819,743.75,-673.75,-105,
1765493944750107,481.25,-831.25,-420,
1765493944753437,210,-848.75,-358.75,
1765493944757005,-140,-918.75,-385,
1765493944760156,-43.75,-980,-507.5,
1765493944763482,472.5,-901.25,-603.75,
1765493944767099,385,-918.75,-323.75,
1765493944770168,43.75,-945,-472.5,
1765493944773482,446.25,-717.5,148.75,
